index,file_name,category,question,answer,predicted,raw_response,correct,used_fallback,prompt_mode,source
31,016652.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,D,C,C,False,False,coax,whole491
32,016652.jpg,"Patho,SumRec",What is the primary recommendation for the periapical lesion at 46?,C,C,C,True,False,coax,whole491
33,016655.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,C,C,False,False,coax,whole491
34,016655.jpg,Teeth,How many wisdom teeth were detected in the radiograph?,B,B,B,True,False,coax,whole491
35,016655.jpg,"Teeth,SumRec",What is the recommended course of action for the impacted wisdom teeth?,B,B,B,True,False,coax,whole491
36,016655.jpg,Teeth,What is the condition of tooth 18?,A,B,B,False,False,coax,whole491
37,016655.jpg,"Patho,Jaw",Which of the following is NOT a finding related to the maxillary sinuses?,B,D,D,False,False,coax,whole491
38,016657.jpg,"Teeth,HisT",Which teeth show signs of fillings?,A,B,B,False,False,coax,whole491
39,016657.jpg,Teeth,Which wisdom tooth is impacted?,C,B,B,False,False,coax,whole491
40,016657.jpg,"Teeth,Jaw",What is the status of the bone architecture in the jaw?,C,C,C,True,False,coax,whole491
41,016657.jpg,HisT,What previous dental treatment has been done on tooth 24?,A,B,B,False,False,coax,blanks38-none
42,016659.jpg,"Teeth,Patho",Which tooth shows signs of deep caries?,B,B,B,True,False,coax,whole491
43,016659.jpg,"Teeth,Patho",Which tooth has a periapical abscess?,B,B,B,True,False,coax,whole491
44,016659.jpg,"Teeth,HisT",Which tooth has a sign of filling?,B,C,C,False,False,coax,whole491
45,016659.jpg,Teeth,Which region has a missing tooth?,B,B,B,True,False,coax,blanks38-none
46,016659.jpg,Teeth,How many erupted wisdom teeth are present in the radiograph?,B,A,A,False,False,coax,whole491
47,016690.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth in this patient?,D,C,C,False,False,coax,whole491
48,016690.jpg,Jaw,What type of bone loss is detected in the upper jaw?,B,B,B,True,False,coax,blanks38-none
49,016690.jpg,"Teeth,HisT",Which tooth has both a filling and root canal treatment?,D,C,C,False,False,coax,whole491
50,016690.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,D,D,D,True,False,coax,blanks38-none
51,016690.jpg,Jaw,Which structure is well-defined bilaterally in the maxilla?,B,B,B,True,False,coax,whole491
52,016693.jpg,"Teeth,HisT",Which teeth have crown restorations?,A,A,A,True,False,coax,whole491
53,016693.jpg,Teeth,Which of the following wisdom teeth are impacted?,B,B,B,True,False,coax,whole491
54,016693.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,C,C,False,False,coax,whole491
55,016693.jpg,"Teeth,Patho,SumRec",Which tooth requires monitoring for suspicious caries?,B,B,B,True,False,coax,whole491
56,016693.jpg,"Teeth,Jaw",In which jaw is the missing tooth region detected?,B,A,A,False,False,coax,whole491
57,016694.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,C,C,C,True,False,coax,whole491
58,016694.jpg,"Teeth,Patho",Which tooth shows signs of caries?,D,D,D,True,False,coax,blanks38-none
59,016694.jpg,Teeth,How many teeth are visualized in the radiograph?,B,C,C,False,False,coax,whole491
60,016694.jpg,"Teeth,Patho",Which tooth has a periapical lesion?,B,B,B,True,False,coax,whole491
61,016694.jpg,Jaw,Is there apparent bone loss in the jaw?,A,B,B,False,False,coax,whole491
62,016708.jpg,"Teeth,HisT",Which tooth shows evidence of a crown restoration and root canal treatment?,B,C,C,False,False,coax,whole491
63,016708.jpg,"Teeth,HisT",Which tooth is described as having an implant restoration?,B,B,B,True,False,coax,whole491
64,016708.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical granuloma?,A,C,C,False,False,coax,whole491
65,016708.jpg,"Patho,Jaw",Which of the following is a finding in the maxillary sinuses?,B,B,B,True,False,coax,whole491
66,016708.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,A,B,B,False,False,coax,whole491
67,016712.jpg,"Teeth,Jaw",What is the status of bone loss in the jaw according to the report?,C,C,C,True,False,coax,whole491
68,016712.jpg,SumRec,Which of the following is a preventive measure recommended in the report?,A,A,A,True,False,coax,whole491
69,016712.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,D,D,D,True,False,coax,whole491
70,016712.jpg,"Teeth,SumRec",What is the priority concern regarding tooth 37?,C,C,C,True,False,coax,whole491
71,016712.jpg,"Teeth,HisT",Which of the following teeth has a crown restoration with underlying root canal treatment?,C,C,C,True,False,coax,whole491
72,016713.jpg,"Patho,Jaw",Which of the following is NOT a finding in the jaw-specific observations?,C,D,D,False,False,coax,whole491
73,016713.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,D,D,D,True,False,coax,blanks38-none
74,016713.jpg,Teeth,Which of the following wisdom teeth is suspicious for impaction?,C,C,C,True,False,coax,whole491
75,016713.jpg,"Teeth,HisT",Which tooth has a crown restoration?,D,B,B,False,False,coax,whole491
76,016713.jpg,Teeth,How many teeth are visualized in the radiograph?,B,B,B,True,False,coax,whole491
77,016723.jpg,"Teeth,Patho",Which tooth is suspicious for a periapical granuloma?,D,C,C,False,False,coax,blanks38-none
78,016723.jpg,"Teeth,HisT",Which tooth shows signs of root canal treatment?,D,C,C,False,False,coax,whole491
79,016723.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
80,016723.jpg,Jaw,What is noted regarding the bone architecture?,B,B,B,True,False,coax,whole491
81,016723.jpg,Jaw,What is observed in the maxillary sinuses?,B,B,B,True,False,coax,whole491
82,016726.jpg,Teeth,Which of the following teeth are impacted wisdom teeth according to the report?,B,C,C,False,False,coax,whole491
83,016726.jpg,"Teeth,Patho",Which tooth is suspicious for deep caries?,B,B,B,True,False,coax,whole491
84,016726.jpg,"Teeth,Jaw",What is the status of bone architecture in the jaw?,C,C,C,True,False,coax,whole491
85,016726.jpg,HisT,What type of dental restoration is found on tooth 25?,C,D,D,False,False,coax,whole491
86,016726.jpg,HisT,Can you identify the dental treatment present on tooth 15?,C,B,B,False,False,coax,whole491
87,016744.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,D,D,D,True,False,coax,blanks38-none
88,016744.jpg,SumRec,What should be monitored for potential complications?,B,B,B,True,False,coax,whole491
89,016744.jpg,Jaw,In which jaw is there evidence of bone loss?,D,C,C,False,False,coax,whole491
90,016744.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,B,C,C,False,False,coax,whole491
91,016744.jpg,"Jaw,SumRec",What necessitates further investigation in the upper jaw?,C,B,B,False,False,coax,blanks38-none
92,016769.jpg,"Teeth,HisT",Which of the following teeth has signs of a root canal treatment?,D,C,C,False,False,coax,whole491
93,016769.jpg,Teeth,Which of the following teeth is identified as a wisdom tooth?,B,B,B,True,False,coax,whole491
94,016769.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,A,B,B,False,False,coax,whole491
95,016769.jpg,Jaw,What is the radiographic feature of the maxillary sinus?,A,A,A,True,False,coax,whole491
96,016783.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
97,016783.jpg,Teeth,What is the status of the wisdom teeth in the radiograph?,B,C,C,False,False,coax,whole491
98,016783.jpg,Jaw,Is there any apparent bone loss in the radiograph?,C,B,B,False,False,coax,whole491
99,016783.jpg,"HisT,Jaw",What structures are visible in the jaw?,A,A,A,True,False,coax,whole491
100,016783.jpg,Patho,How many teeth show periapical lesions in this panoramic X-ray?,C,C,C,True,False,coax,whole491
101,016790.jpg,"Teeth,HisT",Which tooth has both a crown restoration and root canal treatment?,B,A,A,False,False,coax,whole491
102,016790.jpg,"Teeth,Patho",Which of the following is a tooth with suspicious caries?,D,B,B,False,False,coax,whole491
103,016790.jpg,"Teeth,HisT",Which tooth does have a filling?,C,C,C,True,False,coax,whole491
104,016790.jpg,Teeth,Which tooth is erupted among the wisdom teeth?,D,C,C,False,False,coax,whole491
105,016790.jpg,"Teeth,Patho",Which tooth has a sign of caries?,D,D,D,True,False,coax,blanks38-none
106,016792.jpg,"Teeth,Patho",Which tooth is suspicious for caries and deep caries?,C,B,B,False,False,coax,whole491
107,016792.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,D,B,B,False,False,coax,whole491
108,016792.jpg,"Teeth,HisT",Which tooth has signs of both a filling and root canal treatment?,D,B,B,False,False,coax,whole491
109,016792.jpg,"HisT,Jaw",Which of the following is a visible structure in the imaging?,C,C,C,True,False,coax,whole491
110,016792.jpg,Jaw,"Can you identify the structure within the bounding box [1377, 36, 1784, 460]?",C,D,D,False,False,coax,whole491
111,016807.jpg,Jaw,Is there apparent bone loss in the jaw?,B,A,A,False,False,coax,whole491
112,016807.jpg,"Teeth,HisT",Which tooth site has a dental implant present?,B,C,C,False,False,coax,whole491
113,016807.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,D,D,D,True,False,coax,blanks38-none
114,016807.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,D,D,D,True,False,coax,blanks38-none
115,016807.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,B,B,B,True,False,coax,whole491
116,016808.jpg,"Teeth,Patho",Which tooth is suspicious for deep caries?,D,D,D,True,False,coax,blanks38-none
117,016808.jpg,"HisT,Jaw",Which structures are visible in the imaging?,A,A,A,True,False,coax,whole491
118,016808.jpg,HisT,Which of the following historical interventions is NOT detected?,D,D,D,True,False,coax,whole491
119,016808.jpg,Jaw,What is observed regarding the bone architecture?,B,C,C,False,False,coax,whole491
120,016808.jpg,"Teeth,SumRec",What is the priority concern for tooth 38?,C,D,D,False,False,coax,whole491
121,016821.jpg,"Teeth,HisT",Which tooth has an implant?,C,B,B,False,False,coax,whole491
122,016821.jpg,Teeth,Which tooth is erupted as a wisdom tooth?,A,C,C,False,False,coax,whole491
123,016821.jpg,"Teeth,HisT",How many teeth have signs of crowns?,B,B,B,True,False,coax,whole491
124,016821.jpg,"Teeth,Patho",Which tooth has signs of a periapical granuloma?,B,C,C,False,False,coax,whole491
125,016821.jpg,Jaw,Which jaw shows signs of bone loss?,D,C,C,False,False,coax,blanks38-none
126,016823.jpg,"Teeth,Patho",Which tooth is suspected to have an impacted wisdom tooth?,D,C,C,False,False,coax,whole491
127,016823.jpg,"Teeth,HisT",How many teeth are observed with crowns?,C,B,B,False,False,coax,whole491
128,016823.jpg,"Teeth,SumRec",Which tooth requires endodontic evaluation?,B,C,C,False,False,coax,whole491
129,016823.jpg,"Patho,SumRec",What is recommended for interproximal caries detection?,B,B,B,True,False,coax,whole491
130,016823.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,C,C,C,True,False,coax,whole491
131,016825.jpg,"Teeth,Jaw",In which jaw are missing teeth regions detected?,B,C,C,False,False,coax,whole491
132,016825.jpg,Teeth,Which wisdom tooth is erupted according to the report?,A,B,B,False,False,coax,whole491
133,016825.jpg,"Teeth,Patho",Which tooth exhibits a periapical granuloma?,A,C,C,False,False,coax,whole491
134,016825.jpg,Jaw,In which jaw is bone loss observed?,D,C,C,False,False,coax,whole491
135,016825.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,D,C,C,False,False,coax,whole491
136,016826.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,C,C,False,False,coax,whole491
137,016826.jpg,"Teeth,HisT",Which tooth has a crown and root canal treatment?,A,C,C,False,False,coax,whole491
138,016826.jpg,Teeth,Which tooth is impacted?,A,C,C,False,False,coax,whole491
139,016826.jpg,Jaw,What is observed in the jawbone?,C,C,C,True,False,coax,whole491
140,016826.jpg,Teeth,"Can you identify the object within the bounding box [1749, 638, 1885, 827]?",D,C,C,False,False,coax,whole491
141,016829.jpg,"Teeth,HisT",Which tooth has a filling and root canal treatment?,B,C,C,False,False,coax,whole491
142,016829.jpg,"Teeth,Patho",Which tooth has a periapical lesion (likely abscess)?,C,C,C,True,False,coax,whole491
143,016829.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the radiograph?,A,C,C,False,False,coax,whole491
144,016829.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,A,C,C,False,False,coax,whole491
145,016829.jpg,"Teeth,Patho",Which tooth exhibits a periapical lesion?,C,C,C,True,False,coax,whole491
146,016836.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth?,B,C,C,False,False,coax,whole491
147,016836.jpg,"HisT,Jaw",Which structure is visible bilaterally in the maxilla?,A,B,B,False,False,coax,whole491
148,016836.jpg,Teeth,What procedure has been done on tooth 46?,C,C,C,True,False,coax,whole491
149,016836.jpg,Jaw,What is observed in the upper jaw bone architecture?,B,D,D,False,False,coax,whole491
150,016836.jpg,Teeth,How many teeth are visualized in the radiograph?,B,B,B,True,False,coax,whole491
151,016839.jpg,"Teeth,HisT",Which of the following tooth site presents an implant?,A,B,B,False,False,coax,whole491
152,016839.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
153,016839.jpg,"Teeth,HisT",Which tooth has a crown restoration?,B,B,B,True,False,coax,whole491
154,016839.jpg,"Teeth,Patho",Which of the following teeth is suspected to have caries?,B,C,C,False,False,coax,whole491
155,016839.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,C,C,C,True,False,coax,whole491
156,016855.jpg,Jaw,Where is the evidence of bone loss observed?,C,C,C,True,False,coax,whole491
157,016855.jpg,"Teeth,HisT",What type of intervention is evident at tooth 26?,C,C,C,True,False,coax,whole491
158,016855.jpg,Teeth,Which tooth is impacted?,D,C,C,False,False,coax,whole491
159,016855.jpg,"Teeth,Patho",What is the pathological finding at tooth 26?,C,C,C,True,False,coax,whole491
160,016855.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,B,B,True,False,coax,whole491
161,016874.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,C,C,False,False,coax,whole491
162,016874.jpg,"Teeth,Jaw",Which jaw has a missing tooth region detected?,B,B,B,True,False,coax,blanks38-none
163,016874.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,B,B,B,True,False,coax,whole491
164,016874.jpg,Jaw,What is observed in the upper jawbone?,A,B,B,False,False,coax,whole491
165,016910.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,C,C,C,True,False,coax,whole491
166,016910.jpg,"HisT,Jaw",What structures are visible in the imaging?,B,D,D,False,False,coax,whole491
167,016910.jpg,Jaw,What is the condition of the bone architecture in the lower jaw?,B,B,B,True,False,coax,whole491
168,016910.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
169,016910.jpg,"Teeth,HisT",Which of the following teeth does NOT have a crown restoration?,C,C,C,True,False,coax,whole491
170,016918.jpg,Teeth,Which of the following wisdom teeth is erupted?,D,C,C,False,False,coax,whole491
171,016918.jpg,"Teeth,HisT",Which of the following teeth does NOT show signs of fillings?,A,B,B,False,False,coax,whole491
172,016918.jpg,"Teeth,Patho",Which tooth shows imaging features of a periapical lesion (likely abscess)?,C,B,B,False,False,coax,whole491
173,016918.jpg,"Teeth,Jaw",What is the status of the maxillary sinuses?,C,C,C,True,False,coax,whole491
174,016918.jpg,Jaw,What is observed in the bilateral mandibular canals?,B,C,C,False,False,coax,whole491
175,016920.jpg,"Teeth,Patho",Which tooth shows signs of a suspected periapical granuloma?,D,D,D,True,False,coax,blanks38-none
176,016920.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,C,C,C,True,False,coax,whole491
177,016920.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,A,A,A,True,False,coax,whole491
178,016920.jpg,Teeth,Which of the following wisdom teeth is erupted?,C,B,B,False,False,coax,whole491
179,016920.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,C,C,False,False,coax,whole491
180,016947.jpg,"Teeth,HisT",Which tooth has a crown restoration and root canal treatment?,B,B,B,True,False,coax,whole491
181,016947.jpg,"Teeth,Patho",How many erupted wisdom teeth are suspected in the radiograph?,C,B,B,False,False,coax,whole491
182,016947.jpg,Jaw,In which jaw is evidence of bone loss observed?,D,C,C,False,False,coax,whole491
183,016947.jpg,"Teeth,Patho,SumRec",Which tooth requires endodontic evaluation due to a periapical granuloma?,B,B,B,True,False,coax,whole491
184,016947.jpg,Jaw,Which jaw shows evidence of bone loss?,B,C,C,False,False,coax,whole491
185,016955.jpg,"Teeth,Patho",What is the suspected finding at tooth 31?,A,B,B,False,False,coax,whole491
186,016955.jpg,"HisT,Jaw",Which of the following is NOT a visible structure in the jaw?,D,D,D,True,False,coax,whole491
187,016955.jpg,"Teeth,Patho",What is the suspected finding at tooth 45?,A,B,B,False,False,coax,whole491
188,016955.jpg,"Teeth,HisT",Which tooth shows signs of a filling?,D,B,B,False,False,coax,blanks38-none
189,016955.jpg,Teeth,Which tooth is identified as impacted in the report?,A,A,A,True,False,coax,whole491
190,016961.jpg,"HisT,Jaw",Which structures are visible in the lower jaw?,B,B,B,True,False,coax,whole491
191,016961.jpg,"Teeth,Patho",Which tooth shows evidence of both deep caries and a periapical abscess?,C,B,B,False,False,coax,whole491
192,016961.jpg,Jaw,What type of bone loss is observed in the upper jaw?,C,B,B,False,False,coax,whole491
193,016961.jpg,"Teeth,HisT",How many teeth show signs of filling or crown restoration?,D,B,B,False,False,coax,whole491
194,016961.jpg,Teeth,How many wisdom teeth are erupted in the patient?,C,A,A,False,False,coax,whole491
195,016964.jpg,Teeth,Which wisdom tooth is likely erupted?,D,C,C,False,False,coax,whole491
196,016964.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
197,016964.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,B,B,B,True,False,coax,whole491
198,016964.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,D,C,C,False,False,coax,whole491
199,016964.jpg,"Teeth,HisT",Which tooth has a filling?,D,D,D,True,False,coax,blanks38-none
200,016973.jpg,Jaw,Where is bone loss detected?,D,C,C,False,False,coax,whole491
201,016973.jpg,"Teeth,HisT",Which tooth has a root canal treatment with restoration?,C,C,C,True,False,coax,whole491
202,016973.jpg,"Teeth,Patho",Which tooth has a periapical abscess?,C,C,C,True,False,coax,whole491
203,016973.jpg,"Teeth,Patho,HisT",Which tooth site has a dental implant present? ,D,C,C,False,False,coax,whole491
204,016973.jpg,"HisT,Jaw",What is visible in the bilateral structures of the mandible?,B,B,B,True,False,coax,blanks38-none
205,016975.jpg,"Teeth,HisT",How many teeth have signs of fillings?,D,B,B,False,False,coax,blanks38-none
206,016975.jpg,Teeth,Which of the following teeth are impacted?,A,A,A,True,False,coax,whole491
207,016975.jpg,"HisT,Jaw",What is visible in the mandible?,B,B,B,True,False,coax,whole491
208,016975.jpg,"Teeth,Patho",Which teeth are suspected to have caries?,D,C,C,False,False,coax,whole491
209,016975.jpg,"Teeth,HisT",Which teeth have had root canal treatment?,C,C,C,True,False,coax,whole491
210,017018.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,B,B,True,False,coax,whole491
211,017018.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,D,C,C,False,False,coax,whole491
212,017018.jpg,Jaw,Which of the following is true regarding the bone architecture?,B,B,B,True,False,coax,whole491
213,017018.jpg,"Teeth,HisT",Which teeth have crowns?,B,B,B,True,False,coax,whole491
214,017018.jpg,"Teeth,HisT",Which teeth show signs of root canal treatment?,B,B,B,True,False,coax,whole491
215,017022.jpg,Teeth,How many wisdom teeth were detected in the radiograph?,B,B,B,True,False,coax,whole491
216,017022.jpg,"HisT,Jaw",Which structures are visible bilaterally in the maxilla?,B,B,B,True,False,coax,whole491
217,017022.jpg,"Teeth,SumRec",Which tooth requires endodontic evaluation?,C,C,C,True,False,coax,whole491
218,017022.jpg,Jaw,What is the observation regarding bone architecture?,C,C,C,True,False,coax,whole491
219,017022.jpg,HisT,Which of the following is true regarding historical interventions?,A,A,A,True,False,coax,whole491
220,017061.jpg,Jaw,Which jaw shows imaging features suggestive of bone loss?,D,C,C,False,False,coax,whole491
221,017061.jpg,"Teeth,Patho,HisT",Which tooth is suspected to have root canal treatment?,B,B,B,True,False,coax,whole491
222,017061.jpg,"Teeth,HisT",Which tooth shows imaging features suggestive of a crown restoration?,B,B,B,True,False,coax,whole491
223,017061.jpg,Teeth,Which of the following is NOT an impacted wisdom tooth?,B,B,B,True,False,coax,whole491
224,017061.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion (likely cyst)  based on the radiographic findings?,B,D,D,False,False,coax,whole491
225,017083.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the image?,B,A,A,False,False,coax,whole491
226,017083.jpg,"Teeth,Patho",Which of the following teeth are suspicious for caries?,B,B,B,True,False,coax,whole491
227,017083.jpg,"Teeth,HisT",Which tooth has a crown restoration without any signs of root canal treatment?,B,B,B,True,False,coax,whole491
228,017083.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,coax,whole491
229,017083.jpg,Jaw,What is the condition of the maxillary sinuses?,B,B,B,True,False,coax,whole491
230,017091.jpg,"Teeth,Patho,HisT,SumRec",Which tooth shows signs of deep caries and requires immediate restorative intervention?,D,D,D,True,False,coax,blanks38-none
231,017091.jpg,"Teeth,HisT",Which tooth has signs of a crown and root canal treatment with restoration?,B,B,B,True,False,coax,whole491
232,017091.jpg,"HisT,Jaw",Which of the following is visible in the maxillary sinus?,B,B,B,True,False,coax,whole491
233,017091.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion (likely abscess)?,B,C,C,False,False,coax,whole491
234,017091.jpg,Teeth,How many wisdom teeth are detected in the radiograph?,C,C,C,True,False,coax,whole491
235,017112.jpg,Jaw,What is observed regarding the bone architecture?,B,B,B,True,False,coax,whole491
236,017112.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,C,C,C,True,False,coax,whole491
237,017112.jpg,"Teeth,HisT",Which teeth have root canal treatment with restoration?,B,B,B,True,False,coax,whole491
238,017112.jpg,Teeth,Which of the following is true about the wisdom teeth?,C,B,B,False,False,coax,whole491
239,017112.jpg,Teeth,How many teeth are visualized in the radiograph?,B,B,B,True,False,coax,whole491
240,017113.jpg,"Patho,Jaw",Which jaw is suspected to have bone loss?,D,C,C,False,False,coax,blanks38-none
241,017113.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,C,C,False,False,coax,whole491
242,017113.jpg,Teeth,Which tooth is erupted and suspicious for eruption?,D,A,A,False,False,coax,whole491
243,017113.jpg,"HisT,Jaw",What is visible in the imaging of the mandible?,B,B,B,True,False,coax,blanks38-none
244,017113.jpg,"Teeth,HisT",Which tooth has signs of root canal treatment?,B,C,C,False,False,coax,whole491
245,017118.jpg,"Teeth,HisT",How many teeth have crowns?,C,B,B,False,False,coax,whole491
246,017118.jpg,"Teeth,HisT",How many teeth have had root canal treatment?,B,B,B,True,False,coax,whole491
247,017118.jpg,Teeth,How many teeth are visualized in the radiograph?,B,B,B,True,False,coax,whole491
248,017118.jpg,Teeth,Which of the following is true about the wisdom teeth 38 and 48?,B,C,C,False,False,coax,whole491
249,017118.jpg,"Teeth,Patho",Which teeth show signs of periapical granuloma?,B,B,B,True,False,coax,whole491
250,017137.jpg,"Teeth,HisT",Which tooth has a sign of a filling?,B,C,C,False,False,coax,whole491
251,017137.jpg,Teeth,Which wisdom teeth are erupted according to the report?,A,C,C,False,False,coax,whole491
252,017137.jpg,"Teeth,HisT",Which teeth have signs of root canal treatment?,A,C,C,False,False,coax,whole491
253,017137.jpg,"Teeth,HisT",What interventions are noted on tooth 36?,C,C,C,True,False,coax,whole491
254,017137.jpg,"Teeth,Patho",Which tooth has a suspected periapical granuloma?,B,B,B,True,False,coax,whole491
255,017144.jpg,"Teeth,Patho",Which tooth shows signs of caries?,C,C,C,True,False,coax,whole491
256,017144.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,C,C,C,True,False,coax,whole491
257,017144.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,B,B,True,False,coax,whole491
258,017144.jpg,Teeth,How many teeth were visualized with clear anatomical definition?,B,C,C,False,False,coax,whole491
259,017144.jpg,"Teeth,Jaw",How many missing teeth regions were detected in the lower jaw?,B,C,C,False,False,coax,whole491
260,017148.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,C,C,C,True,False,coax,whole491
261,017148.jpg,"Teeth,HisT",Which tooth has signs of a crown and implant restoration?,A,C,C,False,False,coax,whole491
