index,score
401,0.6
402,0.9
403,0.6
404,0.9
405,0.7
406,0.3
407,0.6
408,0.3
409,0.3
410,0.3
411,0.2
412,0.6
413,0.6
414,0.2
415,0.7
416,0.0
417,0.6
418,0.9
419,0.6
420,0.2
421,0.6
422,0.3
423,0.0
424,0.6
425,0.3
426,0.7
427,0.0
428,0.6
429,0.6
430,0.6
431,0.9
432,0.2
433,0.0
434,0.0
435,0.6
436,0.3
437,0.6
438,0.0
439,0.6
440,0.6
441,0.6
442,0.0
443,0.2
444,0.9
445,0.7
446,0.9
447,0.9
448,0.6
449,0.2
450,0.6
451,0.9
452,0.2
453,0.6
454,0.6
455,0.7
456,0.6
457,0.6
458,0.0
459,0.6
460,0.3
461,0.3
462,0.6
463,0.6
464,0.9
465,0.6
466,0.6
467,0.0
468,0.9
469,0.0
470,0.6
471,0.9
472,0.3
473,0.6
474,0.9
475,0.6
476,0.6
477,0.0
478,0.2
479,0.7
480,0.6
481,0.3
482,0.2
483,0.2
484,0.6
485,0.0
486,0.3
487,0.9
488,0.6
489,1.0
490,0.9
491,0.0
492,0.6
493,0.2
494,0.7
495,0.7
496,0.6
497,0.3
498,0.9
499,0.6
500,0.6
501,0.9
502,0.6
503,0.9
504,0.9
505,0.9
506,0.0
507,0.7
508,0.6
509,0.6
510,0.0
511,0.0
512,0.3
513,0.3
514,0.2
515,0.6
516,0.9
517,0.3
518,0.7
519,0.6
520,0.0
521,0.0
522,0.0
523,0.9
524,0.3
525,0.0
526,0.6
527,0.7
528,0.3
529,0.0
530,0.6
531,0.0
532,0.2
533,0.6
534,0.3
535,0.0
536,0.3
537,0.6
538,0.0
539,0.9
540,0.2
541,0.9
542,0.4
543,0.3
544,0.3
545,0.0
546,0.6
547,0.9
548,0.4
549,0.6
550,0.2
551,0.6
552,0.9
553,0.6
554,0.6
555,0.6
556,0.7
557,0.0
558,0.6
559,0.0
560,0.6
561,0.6
562,0.3
563,0.7
564,0.2
565,0.7
566,0.3
567,0.6
568,0.0
569,0.6
570,0.7
571,0.7
572,0.6
573,0.7
574,0.9
575,0.0
576,0.9
577,0.6
