index,arm,score,judge_raw
283,coax_primer_coords,0.0,0.0
284,coax_primer_coords,0.6,0.6
285,coax_primer_coords,0.3,0.3
286,coax_primer_coords,0.2,0.2
287,coax_primer_coords,0.3,0.3
288,coax_primer_coords,0.6,0.6
289,coax_primer_coords,0.6,0.6
290,coax_primer_coords,0.3,0.3
291,coax_primer_coords,0.0,0.0
292,coax_primer_coords,0.3,0.3
293,coax_primer_coords,0.2,0.2
294,coax_primer_coords,0.5,0.5
295,coax_primer_coords,1.0,1.0
296,coax_primer_coords,0.3,0.3
297,coax_primer_coords,0.6,0.6
298,coax_primer_coords,0.7,0.7
299,coax_primer_coords,0.3,0.3
300,coax_primer_coords,0.3,0.3
301,coax_primer_coords,0.0,0.0
302,coax_primer_coords,1.0,1.0
303,coax_primer_coords,0.0,0.0
304,coax_primer_coords,0.3,0.3
305,coax_primer_coords,0.3,0.3
306,coax_primer_coords,0.3,0.3
307,coax_primer_coords,0.2,0.2
308,coax_primer_coords,0.2,0.2
309,coax_primer_coords,0.0,0.0
310,coax_primer_coords,0.0,0.0
311,coax_primer_coords,0.3,0.3
312,coax_primer_coords,0.0,0.0
313,coax_primer_coords,0.6,0.6
314,coax_primer_coords,0.0,0.0
315,coax_primer_coords,0.2,0.2
316,coax_primer_coords,0.0,0.0
317,coax_primer_coords,0.3,0.3
318,coax_primer_coords,0.0,0.0
319,coax_primer_coords,0.9,0.9
320,coax_primer_coords,0.2,0.2
321,coax_primer_coords,0.0,0.0
322,coax_primer_coords,0.0,0.0
323,coax_primer_coords,0.3,0.3
324,coax_primer_coords,0.2,0.2
325,coax_primer_coords,0.0,0.0
326,coax_primer_coords,0.0,0.0
327,coax_primer_coords,0.9,0.9
328,coax_primer_coords,0.3,0.3
329,coax_primer_coords,0.3,0.3
330,coax_primer_coords,0.6,0.6
331,coax_primer_coords,0.2,0.2
332,coax_primer_coords,0.7,0.7
333,coax_primer_coords,0.6,0.6
334,coax_primer_coords,0.0,0.0
335,coax_primer_coords,0.6,0.6
336,coax_primer_coords,0.0,0.0
337,coax_primer_coords,0.0,0.0
338,coax_primer_coords,1.0,1.0
339,coax_primer_coords,0.0,0.0
340,coax_primer_coords,0.9,0.9
341,coax_primer_coords,0.2,0.2
342,coax_primer_coords,0.5,0.5
343,coax_primer_coords,0.2,0.2
344,coax_primer_coords,0.0,0.0
345,coax_primer_coords,0.9,0.9
346,coax_primer_coords,0.7,0.7
347,coax_primer_coords,0.3,0.3
348,coax_primer_coords,0.0,0.0
349,coax_primer_coords,0.0,0.0
350,coax_primer_coords,0.3,0.3
351,coax_primer_coords,1.0,1.0
352,coax_primer_coords,0.0,0.0
353,coax_primer_coords,0.3,0.3
354,coax_primer_coords,1.0,1.0
355,coax_primer_coords,0.0,0.0
356,coax_primer_coords,0.3,0.3
357,coax_primer_coords,0.2,0.2
358,coax_primer_coords,0.1,0.1
359,coax_primer_coords,0.3,0.3
360,coax_primer_coords,0.3,0.3
361,coax_primer_coords,0.9,0.9
362,coax_primer_coords,0.9,0.9
363,coax_primer_coords,0.0,0.0
364,coax_primer_coords,0.2,0.2
365,coax_primer_coords,0.3,0.3
366,coax_primer_coords,0.6,0.6
367,coax_primer_coords,1.0,1.0
368,coax_primer_coords,0.6,0.6
369,coax_primer_coords,0.9,0.9
370,coax_primer_coords,0.6,0.6
371,coax_primer_coords,0.3,0.3
372,coax_primer_coords,0.9,0.9
373,coax_primer_coords,0.0,0.0
374,coax_primer_coords,0.6,0.6
375,coax_primer_coords,0.3,0.3
376,coax_primer_coords,0.0,0.0
377,coax_primer_coords,0.3,0.3
378,coax_primer_coords,0.2,0.2
379,coax_primer_coords,0.6,0.6
380,coax_primer_coords,0.0,0.0
381,coax_primer_coords,0.0,0.0
382,coax_primer_coords,0.0,0.0
383,coax_primer_coords,0.3,0.3
384,coax_primer_coords,0.0,0.0
385,coax_primer_coords,0.0,0.0
386,coax_primer_coords,1.0,1.0
387,coax_primer_coords,0.6,0.6
388,coax_primer_coords,0.3,0.3
389,coax_primer_coords,0.3,0.3
390,coax_primer_coords,0.3,0.3
391,coax_primer_coords,0.0,0.0
392,coax_primer_coords,0.0,0.0
393,coax_primer_coords,0.0,0.0
394,coax_primer_coords,0.0,0.0
395,coax_primer_coords,0.6,0.6
396,coax_primer_coords,0.0,0.0
397,coax_primer_coords,0.3,0.3
398,coax_primer_coords,0.1,0.1
399,coax_primer_coords,0.0,0.0
400,coax_primer_coords,0.2,0.2
401,coax_primer_coords,0.3,0.3
402,coax_primer_coords,0.7,0.7
403,coax_primer_coords,0.3,0.3
404,coax_primer_coords,0.9,0.9
405,coax_primer_coords,0.3,0.3
406,coax_primer_coords,0.7,0.7
407,coax_primer_coords,0.3,0.3
408,coax_primer_coords,0.2,0.2
409,coax_primer_coords,0.2,0.2
410,coax_primer_coords,0.0,0.0
411,coax_primer_coords,0.2,0.2
412,coax_primer_coords,0.3,0.3
413,coax_primer_coords,0.3,0.3
414,coax_primer_coords,0.5,0.5
415,coax_primer_coords,0.9,0.9
416,coax_primer_coords,0.0,0.0
417,coax_primer_coords,0.0,0.0
418,coax_primer_coords,0.9,0.9
419,coax_primer_coords,0.2,0.2
420,coax_primer_coords,0.0,0.0
421,coax_primer_coords,0.3,0.3
422,coax_primer_coords,0.3,0.3
423,coax_primer_coords,0.6,0.6
424,coax_primer_coords,0.7,0.7
425,coax_primer_coords,0.6,0.6
426,coax_primer_coords,0.7,0.7
427,coax_primer_coords,0.0,0.0
428,coax_primer_coords,0.6,0.6
429,coax_primer_coords,0.3,0.3
430,coax_primer_coords,0.3,0.3
431,coax_primer_coords,0.3,0.3
432,coax_primer_coords,0.0,0.0
433,coax_primer_coords,0.7,0.7
434,coax_primer_coords,0.0,0.0
435,coax_primer_coords,0.3,0.3
436,coax_primer_coords,0.3,0.3
437,coax_primer_coords,0.6,0.6
438,coax_primer_coords,0.0,0.0
439,coax_primer_coords,0.3,0.3
440,coax_primer_coords,0.0,0.0
441,coax_primer_coords,0.2,0.2
442,coax_primer_coords,0.0,0.0
443,coax_primer_coords,0.2,0.2
444,coax_primer_coords,0.9,0.9
445,coax_primer_coords,0.7,0.7
446,coax_primer_coords,0.7,0.7
447,coax_primer_coords,0.2,0.2
448,coax_primer_coords,0.3,0.3
449,coax_primer_coords,0.0,0.0
450,coax_primer_coords,0.9,0.9
451,coax_primer_coords,0.9,0.9
452,coax_primer_coords,0.0,0.0
453,coax_primer_coords,0.3,0.3
454,coax_primer_coords,0.0,0.0
455,coax_primer_coords,0.9,0.9
456,coax_primer_coords,0.2,0.2
457,coax_primer_coords,0.7,0.7
458,coax_primer_coords,0.3,0.3
459,coax_primer_coords,0.2,0.2
460,coax_primer_coords,0.3,0.3
461,coax_primer_coords,0.0,0.0
462,coax_primer_coords,0.0,0.0
463,coax_primer_coords,0.0,0.0
464,coax_primer_coords,0.7,0.7
465,coax_primer_coords,0.2,0.2
466,coax_primer_coords,0.8,0.8
467,coax_primer_coords,0.0,0.0
468,coax_primer_coords,0.7,0.7
469,coax_primer_coords,0.0,0.0
470,coax_primer_coords,0.3,0.3
471,coax_primer_coords,0.9,0.9
472,coax_primer_coords,0.3,0.3
473,coax_primer_coords,0.2,0.2
474,coax_primer_coords,0.3,0.3
475,coax_primer_coords,0.2,0.2
476,coax_primer_coords,0.2,0.2
477,coax_primer_coords,0.0,0.0
478,coax_primer_coords,0.0,0.0
479,coax_primer_coords,0.6,0.6
480,coax_primer_coords,0.0,0.0
481,coax_primer_coords,0.3,0.3
482,coax_primer_coords,0.0,0.0
483,coax_primer_coords,0.3,0.3
484,coax_primer_coords,0.6,0.6
485,coax_primer_coords,0.0,0.0
486,coax_primer_coords,0.6,0.6
487,coax_primer_coords,0.9,0.9
488,coax_primer_coords,0.2,0.2
489,coax_primer_coords,1.0,1.0
490,coax_primer_coords,0.0,0.0
491,coax_primer_coords,0.3,0.3
492,coax_primer_coords,0.3,0.3
493,coax_primer_coords,0.0,0.0
494,coax_primer_coords,0.0,0.0
495,coax_primer_coords,0.9,0.9
496,coax_primer_coords,0.2,0.2
497,coax_primer_coords,0.2,0.2
498,coax_primer_coords,0.6,0.6
499,coax_primer_coords,0.3,0.3
500,coax_primer_coords,0.0,0.0
501,coax_primer_coords,0.0,0.0
502,coax_primer_coords,0.3,0.3
503,coax_primer_coords,0.9,0.9
504,coax_primer_coords,1.0,1.0
505,coax_primer_coords,0.9,0.9
506,coax_primer_coords,0.2,0.2
507,coax_primer_coords,0.3,0.3
508,coax_primer_coords,0.3,0.3
509,coax_primer_coords,0.6,0.6
510,coax_primer_coords,0.3,0.3
511,coax_primer_coords,0.0,0.0
512,coax_primer_coords,0.3,0.3
513,coax_primer_coords,0.3,0.3
514,coax_primer_coords,0.0,0.0
515,coax_primer_coords,0.6,0.6
516,coax_primer_coords,0.9,0.9
517,coax_primer_coords,0.6,0.6
518,coax_primer_coords,0.9,0.9
519,coax_primer_coords,0.3,0.3
520,coax_primer_coords,0.0,0.0
521,coax_primer_coords,0.0,0.0
522,coax_primer_coords,0.0,0.0
523,coax_primer_coords,0.3,0.3
524,coax_primer_coords,0.6,0.6
525,coax_primer_coords,0.0,0.0
526,coax_primer_coords,0.3,0.3
527,coax_primer_coords,0.3,0.3
528,coax_primer_coords,0.0,0.0
529,coax_primer_coords,0.2,0.2
530,coax_primer_coords,0.3,0.3
531,coax_primer_coords,0.0,0.0
532,coax_primer_coords,0.0,0.0
533,coax_primer_coords,0.7,0.7
534,coax_primer_coords,0.7,0.7
535,coax_primer_coords,0.0,0.0
536,coax_primer_coords,0.3,0.3
537,coax_primer_coords,0.3,0.3
538,coax_primer_coords,0.7,0.7
539,coax_primer_coords,0.9,0.9
540,coax_primer_coords,0.2,0.2
541,coax_primer_coords,0.9,0.9
542,coax_primer_coords,0.3,0.3
543,coax_primer_coords,0.0,0.0
544,coax_primer_coords,0.0,0.0
545,coax_primer_coords,0.2,0.2
546,coax_primer_coords,0.6,0.6
547,coax_primer_coords,0.3,0.3
548,coax_primer_coords,0.3,0.3
549,coax_primer_coords,0.0,0.0
550,coax_primer_coords,0.0,0.0
551,coax_primer_coords,0.3,0.3
552,coax_primer_coords,0.0,0.0
553,coax_primer_coords,0.2,0.2
554,coax_primer_coords,0.2,0.2
555,coax_primer_coords,0.6,0.6
556,coax_primer_coords,0.6,0.6
557,coax_primer_coords,0.0,0.0
558,coax_primer_coords,0.0,0.0
559,coax_primer_coords,0.0,0.0
560,coax_primer_coords,0.3,0.3
561,coax_primer_coords,0.2,0.2
562,coax_primer_coords,0.7,0.7
563,coax_primer_coords,0.6,0.6
564,coax_primer_coords,0.7,0.7
565,coax_primer_coords,0.6,0.6
566,coax_primer_coords,0.3,0.3
567,coax_primer_coords,0.3,0.3
568,coax_primer_coords,0.0,0.0
569,coax_primer_coords,0.7,0.7
570,coax_primer_coords,0.7,0.7
571,coax_primer_coords,0.2,0.2
572,coax_primer_coords,0.6,0.6
573,coax_primer_coords,0.6,0.6
574,coax_primer_coords,0.6,0.6
575,coax_primer_coords,0.9,0.9
576,coax_primer_coords,0.6,0.6
577,coax_primer_coords,0.2,0.2
