index,score
251,0.6
252,0.7
253,0.9
259,0.3
255,0.2
257,0.3
256,0.3
260,0.9
261,0.9
265,0.9
262,0.7
264,0.1
266,0.9
258,0.1
263,0.3
268,0.3
267,0.9
270,0.1
269,0.3
271,0.1
273,0.9
274,0.9
277,0.1
272,0.9
278,0.3
276,0.3
275,0.6
279,0.6
280,0.8
281,0.6
282,0.3
283,0.2
284,0.8
285,0.8
286,0.3
287,0.6
254,0.0
290,0.2
288,0.6
291,0.8
292,0.0
293,0.7
294,0.3
296,0.3
295,0.7
298,0.3
300,0.0
301,0.7
302,0.4
297,0.3
303,0.2
299,0.6
304,0.7
306,0.4
308,0.2
305,0.6
311,0.7
313,0.9
312,0.3
314,0.3
309,0.7
307,0.2
310,0.2
315,0.9
316,0.7
318,0.7
319,0.7
320,0.6
317,0.6
321,0.0
324,0.3
289,0.6
323,0.3
326,0.3
327,0.9
322,0.8
325,0.7
328,0.9
330,0.7
329,0.6
332,0.7
334,0.7
331,0.6
335,0.8
333,0.3
336,0.3
337,0.9
339,0.0
338,0.0
340,0.3
342,0.9
341,0.6
344,0.1
343,0.8
346,0.2
348,0.4
345,0.8
349,0.1
350,0.3
347,0.4
351,0.9
353,0.6
355,0.0
354,0.9
356,0.7
352,0.3
357,0.8
359,0.7
361,0.9
362,0.9
360,0.2
365,0.6
363,0.1
358,0.3
368,0.7
367,0.9
366,0.9
364,0.2
372,0.4
371,0.6
373,0.3
369,0.8
374,0.9
375,0.8
376,0.9
377,0.7
380,0.2
378,0.1
379,0.1
383,0.3
384,0.9
382,0.8
381,0.3
385,0.3
386,0.9
387,0.7
388,0.1
389,0.7
390,0.9
394,0.7
392,0.3
393,0.9
391,0.9
395,0.6
396,0.1
397,0.3
400,0.3
399,0.7
370,0.8
398,0.1
401,0.3
402,0.9
403,0.9
404,0.9
407,0.7
405,0.9
408,0.3
409,0.7
410,0.2
411,0.9
406,0.3
415,0.8
413,0.6
414,0.1
416,0.0
412,0.7
418,0.9
417,0.9
419,0.3
423,0.3
422,0.3
424,0.8
420,0.1
425,0.6
421,0.3
426,0.9
430,0.7
429,0.3
427,0.0
428,0.3
432,0.7
434,0.0
431,0.9
433,0.7
435,0.3
437,0.8
438,0.1
436,0.6
439,0.8
441,0.3
443,0.1
444,0.7
440,0.9
442,0.3
445,0.0
448,0.6
447,0.3
446,0.9
450,0.3
452,0.3
449,0.2
451,0.9
454,0.6
455,0.9
453,0.6
456,0.2
458,0.2
461,0.3
457,0.3
463,0.8
460,0.7
462,0.3
464,0.9
459,0.6
465,0.6
466,0.4
467,0.2
468,0.9
471,0.8
469,0.0
470,0.3
472,0.3
473,0.9
474,0.9
475,0.4
476,0.7
478,0.3
479,0.9
480,0.2
477,0.2
482,0.2
483,0.1
484,0.9
487,0.8
486,0.3
485,0.1
488,0.3
489,0.6
481,0.6
490,0.7
491,0.1
493,0.3
495,0.9
497,0.4
498,0.9
496,0.3
494,0.8
500,0.9
499,0.9
501,0.8
502,0.6
504,0.9
492,0.3
505,0.9
506,0.2
503,0.9
509,0.9
507,0.8
510,0.0
511,0.1
512,0.3
513,0.3
514,0.2
515,0.7
508,0.5
517,0.3
516,0.9
518,0.9
520,0.9
521,0.6
523,0.9
519,0.7
522,0.3
525,0.8
524,0.8
526,0.7
527,0.7
529,0.0
528,0.2
530,0.2
533,0.2
534,0.6
531,0.1
535,0.1
537,0.3
538,0.3
532,0.1
536,0.6
541,0.9
539,0.9
542,0.6
544,0.3
540,0.3
545,0.6
546,0.2
549,0.2
550,0.1
553,0.3
552,0.8
551,0.3
556,0.6
554,0.3
547,0.3
548,0.3
558,0.9
559,0.1
555,0.8
561,0.9
560,0.3
557,0.1
563,0.3
564,0.3
566,0.6
568,0.0
565,0.7
543,0.3
562,0.6
569,0.9
570,0.9
567,0.3
571,0.7
573,0.7
575,0.8
574,0.8
572,0.9
577,0.7
576,0.9
