index,file_name,category,question,answer,predicted,raw_response,correct,refused,n_examples
106,016792.jpg,"Teeth,Patho",Which tooth is suspicious for caries and deep caries?,A,B,B,False,False,0
107,016792.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,C,C,False,False,0
113,016807.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,A,C,C,False,False,0
118,016808.jpg,HisT,Which of the following historical interventions is NOT detected?,C,C,"To determine which historical intervention is NOT detected on this panoramic radiograph (OPG):

1. **Implant (A):** There are no dental implants visible in either the maxilla or mandible.
2. **Filling (B):** There are no visible dental restorations (fillings) present on any of the teeth.
3. **Crown (D):** There are no artificial crowns or fixed prostheses visible; all teeth present appear to have their natural, unrestored clinical crowns.

Since none of these interventions (implants, fillings, or crowns) are detected on this radiograph of a dentition with 32 intact, unrestored teeth, the correct option that encompasses all of these undetected interventions is **C** (None of the above are detected, meaning all listed interventions are NOT detected).

C",True,False,0
122,016821.jpg,Teeth,Which tooth is erupted as a wisdom tooth?,A,A,A,True,False,0
124,016821.jpg,"Teeth,Patho",Which tooth has signs of a periapical granuloma?,A,A,A,True,False,0
132,016825.jpg,Teeth,Which wisdom tooth is erupted according to the report?,C,A,A,False,False,0
134,016825.jpg,Jaw,In which jaw is bone loss observed?,D,A,A,False,False,0
135,016825.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,C,A,A,False,False,0
137,016826.jpg,"Teeth,HisT",Which tooth has a crown and root canal treatment?,D,D,D,True,False,0
141,016829.jpg,"Teeth,HisT",Which tooth has a filling and root canal treatment?,B,B,B,True,False,0
142,016829.jpg,"Teeth,Patho",Which tooth has a periapical lesion (likely abscess)?,A,A,A,True,False,0
144,016829.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,C,B,B,False,False,0
153,016839.jpg,"Teeth,HisT",Which tooth has a crown restoration?,A,B,B,False,False,0
154,016839.jpg,"Teeth,Patho",Which of the following teeth is suspected to have caries?,D,C,C,False,False,0
155,016839.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,D,D,D,True,False,0
157,016855.jpg,"Teeth,HisT",What type of intervention is evident at tooth 26?,B,B,B,True,False,0
159,016855.jpg,"Teeth,Patho",What is the pathological finding at tooth 26?,A,A,A,True,False,0
160,016855.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,D,D,False,False,0
164,016874.jpg,Jaw,What is observed in the upper jawbone?,D,B,B,False,False,0
170,016918.jpg,Teeth,Which of the following wisdom teeth is erupted?,C,A,A,False,False,0
171,016918.jpg,"Teeth,HisT",Which of the following teeth does NOT show signs of fillings?,B,D,D,False,False,0
175,016920.jpg,"Teeth,Patho",Which tooth shows signs of a suspected periapical granuloma?,D,B,B,False,False,0
179,016920.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,D,D,True,False,0
186,016955.jpg,"HisT,Jaw",Which of the following is NOT a visible structure in the jaw?,C,C,C,True,False,0
188,016955.jpg,"Teeth,HisT",Which tooth shows signs of a filling?,C,A,A,False,False,0
191,016961.jpg,"Teeth,Patho",Which tooth shows evidence of both deep caries and a periapical abscess?,B,D,D,False,False,0
194,016961.jpg,Teeth,How many wisdom teeth are erupted in the patient?,C,C,C,True,False,0
196,016964.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,0
198,016964.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,C,C,False,False,0
200,016973.jpg,Jaw,Where is bone loss detected?,C,D,D,False,False,0
205,016975.jpg,"Teeth,HisT",How many teeth have signs of fillings?,D,B,B,False,False,0
206,016975.jpg,Teeth,Which of the following teeth are impacted?,D,D,D,True,False,0
208,016975.jpg,"Teeth,Patho",Which teeth are suspected to have caries?,C,C,C,True,False,0
210,017018.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,A,A,False,False,0
213,017018.jpg,"Teeth,HisT",Which teeth have crowns?,D,D,D,True,False,0
219,017022.jpg,HisT,Which of the following is true regarding historical interventions?,B,B,B,True,False,0
220,017061.jpg,Jaw,Which jaw shows imaging features suggestive of bone loss?,A,B,B,False,False,0
221,017061.jpg,"Teeth,Patho,HisT",Which tooth is suspected to have root canal treatment?,D,D,D,True,False,0
224,017061.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion (likely cyst)  based on the radiographic findings?,B,D,D,False,False,0
225,017083.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the image?,D,C,C,False,False,0
229,017083.jpg,Jaw,What is the condition of the maxillary sinuses?,D,D,D,True,False,0
230,017091.jpg,"Teeth,Patho,HisT,SumRec",Which tooth shows signs of deep caries and requires immediate restorative intervention?,C,C,C,True,False,0
232,017091.jpg,"HisT,Jaw",Which of the following is visible in the maxillary sinus?,A,A,A,True,False,0
235,017112.jpg,Jaw,What is observed regarding the bone architecture?,A,A,A,True,False,0
238,017112.jpg,Teeth,Which of the following is true about the wisdom teeth?,D,D,D,True,False,0
240,017113.jpg,"Patho,Jaw",Which jaw is suspected to have bone loss?,C,A,A,False,False,0
245,017118.jpg,"Teeth,HisT",How many teeth have crowns?,B,B,B,True,False,0
246,017118.jpg,"Teeth,HisT",How many teeth have had root canal treatment?,B,B,B,True,False,0
247,017118.jpg,Teeth,How many teeth are visualized in the radiograph?,C,C,C,True,False,0
249,017118.jpg,"Teeth,Patho",Which teeth show signs of periapical granuloma?,B,D,D,False,False,0
250,017137.jpg,"Teeth,HisT",Which tooth has a sign of a filling?,C,B,"To determine which of the listed teeth has a sign of a filling, we examine the lower left quadrant (the patient's lower left, which is on the right side of the radiograph):

1. **#34 (lower left first premolar)**: Shows a root canal filling (radiopaque line in the root canal) and a radiopaque coronal restoration (filling/core).
2. **#35 (lower left second premolar)**: Shows a root canal filling and a distinct radiopaque coronal filling/restoration with an associated periapical lesion.
3. **#36 (lower left first molar)**: This tooth is missing (there is a gap/edentulous space between the premolar #35 and the molar #37, with a large radiolucent lesion in the bone below).
4. **#37 (lower left second molar)**: Appears intact without any radiopaque filling.

Among the options provided, **#35** (Option B) is the tooth with a clear, prominent coronal filling (restoration) and root canal filling.

B",False,False,0
252,017137.jpg,"Teeth,HisT",Which teeth have signs of root canal treatment?,D,B,B,False,False,0
253,017137.jpg,"Teeth,HisT",What interventions are noted on tooth 36?,A,A,A,True,False,0
254,017137.jpg,"Teeth,Patho",Which tooth has a suspected periapical granuloma?,B,A,A,False,False,0
255,017144.jpg,"Teeth,Patho",Which tooth shows signs of caries?,A,A,A,True,False,0
261,017148.jpg,"Teeth,HisT",Which tooth has signs of a crown and implant restoration?,C,C,C,True,False,0
268,017168.jpg,SumRec,Which of the following is an appropriate clinical recommendation?,B,B,B,True,False,0
271,017202.jpg,"Teeth,Patho",Which of the following teeth is erupted and suspected to be a wisdom tooth?,C,D,D,False,False,0
272,017202.jpg,"Teeth,HisT",How many teeth show signs of crowns in the imaging?,A,C,C,False,False,0
281,017209.jpg,"Teeth,Patho",Which of the following teeth shows signs of a periapical cyst?,C,C,C,True,False,0
284,017209.jpg,"Teeth,HisT",Which tooth has signs of root canal treatment?,C,C,C,True,False,0
289,017215.jpg,"Teeth,Jaw",What is the status of bone loss in the radiograph?,D,D,D,True,False,0
293,017220.jpg,"Teeth,Patho",Which tooth is suspected to have an erupted wisdom tooth?,B,B,B,True,False,0
295,017239.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,C,C,C,True,False,0
297,017239.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,C,D,D,False,False,0
298,017239.jpg,"Teeth,Patho",Which tooth shows imaging features of a periapical lesion (likely abscess)?,A,C,C,False,False,0
300,017271.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical abscess?,D,D,D,True,False,0
301,017271.jpg,"Teeth,Patho",Which tooth is indicated to have deep caries?,B,B,B,True,False,0
302,017271.jpg,Jaw,What is the general condition of the maxillary sinuses?,B,B,B,True,False,0
303,017271.jpg,Jaw,What is the observed condition of the bone architecture?,A,A,A,True,False,0
308,017300.jpg,Teeth,How many wisdom teeth are present and erupted in the patient?,A,D,D,False,False,0
310,017309.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,B,B,True,False,0
312,017309.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth?,C,C,C,True,False,0
313,017309.jpg,"Teeth,Patho",What type of pathological finding is present in tooth 36?,C,C,C,True,False,0
316,017336.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion likely abscess?,A,A,A,True,False,0
319,017336.jpg,Teeth,How many wisdom teeth are detected in the radiograph?,D,C,C,False,False,0
320,017346.jpg,"Patho,SumRec",What is recommended for the periapical lesion at 37?,D,D,D,True,False,0
322,017346.jpg,Jaw,Is there any apparent bone loss observed?,A,C,C,False,False,0
325,017360.jpg,"Teeth,Patho",How many wisdom teeth are suspected to be erupted in the radiograph?,C,C,C,True,False,0
326,017360.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,C,C,False,False,0
330,017375.jpg,"Teeth,Patho",What pathological finding is noted at tooth 36?,B,B,B,True,False,0
331,017375.jpg,Jaw,Where is bone loss observed in the jaw?,A,C,C,False,False,0
332,017375.jpg,Teeth,What is the status of tooth 38?,C,C,C,True,False,0
342,017540.jpg,Jaw,What is observed in the upper jaw bone architecture?,A,B,B,False,False,0
350,017690.jpg,"Teeth,HisT",Which of the following tooth site presents an implant?,D,D,D,True,False,0
353,017690.jpg,Teeth,How many wisdom teeth are erupted in the patient?,B,D,D,False,False,0
357,017693.jpg,Teeth,How many wisdom teeth are detected in the panoramic radiograph?,A,A,A,True,False,0
360,017773.jpg,Jaw,Is there any apparent bone loss in the jaw?,D,B,B,False,False,0
361,017773.jpg,Teeth,Which of the following wisdom teeth is erupted?,C,C,C,True,False,0
362,017773.jpg,"Teeth,HisT",Which tooth has signs of root canal treatment?,D,B,B,False,False,0
363,017773.jpg,"Teeth,Patho",Which tooth shows evidence of a periapical cyst?,B,D,D,False,False,0
364,017773.jpg,SumRec,Which of the following is a priority concern?,B,B,B,True,False,0
367,017840.jpg,Jaw,What is the condition of the maxillary sinuses?,B,B,B,True,False,0
371,017880.jpg,"Teeth,Jaw",What is the observed status of the bone architecture?,D,D,D,True,False,0
380,018010.jpg,Jaw,What is the condition of the maxillary sinuses?,D,D,D,True,False,0
381,018010.jpg,Teeth,How many wisdom teeth are erupted in the patient?,C,C,C,True,False,0
386,018047.jpg,Jaw,Is there any apparent bone loss observed in the radiograph?,B,B,B,True,False,0
391,018105.jpg,"Teeth,Patho",Which tooth exhibits signs of a periapical granuloma?,D,D,D,True,False,0
392,018105.jpg,Jaw,In which jaw is evidence of bone loss observed?,D,D,D,True,False,0
394,018105.jpg,Teeth,"What object is located within the coordinates [496, 548, 693, 696]?",C,C,C,True,False,0
397,018160.jpg,"Teeth,HisT",Which tooth has had root canal treatment?,B,B,B,True,False,0
399,018160.jpg,Jaw,What is observed in the bone architecture?,B,B,B,True,False,0
403,018174.jpg,Teeth,Which of the following describes the status of the wisdom teeth 18 and 28?,C,C,C,True,False,0
405,018179.jpg,Teeth,Which wisdom tooth is erupted?,C,C,C,True,False,0
407,018179.jpg,Jaw,What is the appearance of the maxillary sinuses?,C,C,C,True,False,0
411,018189.jpg,Jaw,What is the observed bone architecture in the jaw?,A,D,D,False,False,0
412,018189.jpg,Teeth,Which wisdom teeth are impacted?,A,D,D,False,False,0
413,018211.jpg,"Teeth,Patho",Which tooth exhibits signs of a periapical granuloma?,A,B,B,False,False,0
414,018211.jpg,"Teeth,HisT",Which tooth shows evidence of a filling?,C,C,C,True,False,0
415,018211.jpg,"Patho,Jaw",What is a notable finding in the bilateral mandibular canals?,D,D,D,True,False,0
417,018231.jpg,"HisT,Jaw",Which structures are visible in the imaging?,A,A,A,True,False,0
421,018231.jpg,Teeth,"Which of the following describes the status of the wisdom teeth 18, 28, 38, and 48?",C,C,C,True,False,0
424,018254.jpg,"Teeth,HisT",Which teeth show signs of fillings?,A,B,B,False,False,0
425,018254.jpg,Jaw,Is there any apparent bone loss in the image?,A,C,C,False,False,0
428,018263.jpg,"Teeth,Patho",Which tooth shows signs suggestive of a periapical cyst?,D,B,B,False,False,0
432,018276.jpg,"Teeth,HisT",Which tooth shows signs of a filling?,D,D,D,True,False,0
433,018276.jpg,"Teeth,HisT",Which tooth has both root canal treatment and a filling?,C,C,C,True,False,0
438,018277.jpg,"Teeth,HisT",Which teeth are observed to have crowns?,B,B,B,True,False,0
442,018278.jpg,"HisT,Jaw",What structures are visible in the imaging?,B,B,B,True,False,0
445,018278.jpg,Jaw,Is there any apparent bone loss in the jaw?,A,A,A,True,False,0
447,018325.jpg,Teeth,How many wisdom teeth are present in the report?,C,C,C,True,False,0
449,018325.jpg,"HisT,Jaw",Which of the following is NOT a visible structure in the jaw?,A,A,A,True,False,0
450,018325.jpg,"Teeth,Patho",Which tooth shows evidence of a periapical abscess?,C,D,D,False,False,0
453,018328.jpg,"Teeth,HisT",Which teeth have crown restorations?,D,D,D,True,False,0
455,018328.jpg,"Teeth,HisT",Which of the following teeth is suspicious for a filling?,B,C,C,False,False,0
459,018377.jpg,Jaw,What is observed in the upper jawbone?,A,A,A,True,False,0
460,018377.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,D,D,D,True,False,0
462,018384.jpg,"Teeth,HisT,SumRec",Which of the following teeth suggest clinical re-evaluation for a crown?,D,D,D,True,False,0
465,018384.jpg,"Teeth,HisT,SumRec",Which of the following teeth require clinical re-evaluation for fillings?,C,C,C,True,False,0
469,018466.jpg,"Patho,Jaw",Which of the following is NOT a finding in the bone architecture?,A,B,B,False,False,0
475,018477.jpg,"Teeth,Jaw",What is the status of bone architecture in the image?,A,A,A,True,False,0
476,018494.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,B,B,True,False,0
479,018494.jpg,"Teeth,HisT",Which teeth show signs of root canal treatment?,A,A,A,True,False,0
481,018539.jpg,Teeth,How many wisdom teeth were detected in the panoramic radiograph?,A,A,A,True,False,0
483,018539.jpg,"Teeth,HisT",Which teeth show signs of both crown and root canal treatment?,D,D,D,True,False,0
484,018539.jpg,Jaw,In which jaw is bone loss detected?,C,C,C,True,False,0
486,019277.jpg,Teeth,Which wisdom tooth is impacted?,A,A,A,True,False,0
487,019277.jpg,"Teeth,Jaw",What is the status of the maxillary sinus?,C,C,C,True,False,0
490,019277.jpg,"Patho,SumRec",What is recommended for the periapical cyst at 13?,B,B,B,True,False,0
