index,file_name,category,question,answer,predicted,raw_response,correct,refused,n_examples
51,016690.jpg,Jaw,Which structure is well-defined bilaterally in the maxilla?,D,D,D,True,False,0
52,016693.jpg,"Teeth,HisT",Which teeth have crown restorations?,C,C,C,True,False,0
53,016693.jpg,Teeth,Which of the following wisdom teeth are impacted?,D,D,D,True,False,0
54,016693.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,D,D,D,True,False,0
55,016693.jpg,"Teeth,Patho,SumRec",Which tooth requires monitoring for suspicious caries?,A,A,A,True,False,0
56,016693.jpg,"Teeth,Jaw",In which jaw is the missing tooth region detected?,C,C,C,True,False,0
57,016694.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,A,A,A,True,False,0
58,016694.jpg,"Teeth,Patho",Which tooth shows signs of caries?,A,D,D,False,False,0
59,016694.jpg,Teeth,How many teeth are visualized in the radiograph?,D,D,D,True,False,0
60,016694.jpg,"Teeth,Patho",Which tooth has a periapical lesion?,C,B,B,False,False,0
61,016694.jpg,Jaw,Is there apparent bone loss in the jaw?,C,B,B,False,False,0
62,016708.jpg,"Teeth,HisT",Which tooth shows evidence of a crown restoration and root canal treatment?,D,D,D,True,False,0
63,016708.jpg,"Teeth,HisT",Which tooth is described as having an implant restoration?,C,D,D,False,False,0
64,016708.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical granuloma?,C,D,D,False,False,0
65,016708.jpg,"Patho,Jaw",Which of the following is a finding in the maxillary sinuses?,C,C,C,True,False,0
66,016708.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,D,D,True,False,0
67,016712.jpg,"Teeth,Jaw",What is the status of bone loss in the jaw according to the report?,A,A,A,True,False,0
68,016712.jpg,SumRec,Which of the following is a preventive measure recommended in the report?,B,B,B,True,False,0
69,016712.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,C,C,C,True,False,0
70,016712.jpg,"Teeth,SumRec",What is the priority concern regarding tooth 37?,B,B,B,True,False,0
71,016712.jpg,"Teeth,HisT",Which of the following teeth has a crown restoration with underlying root canal treatment?,D,D,D,True,False,0
72,016713.jpg,"Patho,Jaw",Which of the following is NOT a finding in the jaw-specific observations?,C,B,B,False,False,0
73,016713.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,A,A,A,True,False,0
74,016713.jpg,Teeth,Which of the following wisdom teeth is suspicious for impaction?,A,A,A,True,False,0
75,016713.jpg,"Teeth,HisT",Which tooth has a crown restoration?,D,D,D,True,False,0
76,016713.jpg,Teeth,How many teeth are visualized in the radiograph?,C,D,D,False,False,0
77,016723.jpg,"Teeth,Patho",Which tooth is suspicious for a periapical granuloma?,A,C,C,False,False,0
78,016723.jpg,"Teeth,HisT",Which tooth shows signs of root canal treatment?,B,D,D,False,False,0
79,016723.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,B,B,False,False,0
80,016723.jpg,Jaw,What is noted regarding the bone architecture?,C,C,C,True,False,0
81,016723.jpg,Jaw,What is observed in the maxillary sinuses?,C,C,C,True,False,0
82,016726.jpg,Teeth,Which of the following teeth are impacted wisdom teeth according to the report?,D,D,D,True,False,0
83,016726.jpg,"Teeth,Patho",Which tooth is suspicious for deep caries?,C,D,D,False,False,0
84,016726.jpg,"Teeth,Jaw",What is the status of bone architecture in the jaw?,D,D,D,True,False,0
85,016726.jpg,HisT,What type of dental restoration is found on tooth 25?,C,A,A,False,False,0
86,016726.jpg,HisT,Can you identify the dental treatment present on tooth 15?,C,D,D,False,False,0
87,016744.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,A,A,True,False,0
88,016744.jpg,SumRec,What should be monitored for potential complications?,B,B,B,True,False,0
89,016744.jpg,Jaw,In which jaw is there evidence of bone loss?,A,A,A,True,False,0
90,016744.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,D,C,C,False,False,0
91,016744.jpg,"Jaw,SumRec",What necessitates further investigation in the upper jaw?,C,C,C,True,False,0
92,016769.jpg,"Teeth,HisT",Which of the following teeth has signs of a root canal treatment?,D,C,C,False,False,0
93,016769.jpg,Teeth,Which of the following teeth is identified as a wisdom tooth?,B,B,B,True,False,0
94,016769.jpg,Teeth,How many teeth were visualized in the panoramic radiograph?,C,D,D,False,False,0
95,016769.jpg,Jaw,What is the radiographic feature of the maxillary sinus?,B,B,B,True,False,0
96,016783.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,C,C,C,True,False,0
97,016783.jpg,Teeth,What is the status of the wisdom teeth in the radiograph?,D,D,D,True,False,0
98,016783.jpg,Jaw,Is there any apparent bone loss in the radiograph?,D,D,D,True,False,0
99,016783.jpg,"HisT,Jaw",What structures are visible in the jaw?,B,B,B,True,False,0
100,016783.jpg,Patho,How many teeth show periapical lesions in this panoramic X-ray?,B,A,A,False,False,0
101,016790.jpg,"Teeth,HisT",Which tooth has both a crown restoration and root canal treatment?,D,D,D,True,False,0
102,016790.jpg,"Teeth,Patho",Which of the following is a tooth with suspicious caries?,B,B,B,True,False,0
103,016790.jpg,"Teeth,HisT",Which tooth does have a filling?,C,D,D,False,False,0
104,016790.jpg,Teeth,Which tooth is erupted among the wisdom teeth?,C,D,D,False,False,0
105,016790.jpg,"Teeth,Patho",Which tooth has a sign of caries?,C,A,A,False,False,0
106,016792.jpg,"Teeth,Patho",Which tooth is suspicious for caries and deep caries?,A,A,A,True,False,0
107,016792.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,C,C,False,False,0
108,016792.jpg,"Teeth,HisT",Which tooth has signs of both a filling and root canal treatment?,A,A,A,True,False,0
109,016792.jpg,"HisT,Jaw",Which of the following is a visible structure in the imaging?,D,D,D,True,False,0
110,016792.jpg,Jaw,"Can you identify the structure within the bounding box [1377, 36, 1784, 460]?",C,B,B,False,False,0
111,016807.jpg,Jaw,Is there apparent bone loss in the jaw?,D,D,D,True,False,0
112,016807.jpg,"Teeth,HisT",Which tooth site has a dental implant present?,B,B,B,True,False,0
113,016807.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,A,A,A,True,False,0
114,016807.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,A,C,C,False,False,0
115,016807.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,A,A,A,True,False,0
116,016808.jpg,"Teeth,Patho",Which tooth is suspicious for deep caries?,B,D,D,False,False,0
117,016808.jpg,"HisT,Jaw",Which structures are visible in the imaging?,C,C,C,True,False,0
118,016808.jpg,HisT,Which of the following historical interventions is NOT detected?,C,C,C,True,False,0
119,016808.jpg,Jaw,What is observed regarding the bone architecture?,B,D,D,False,False,0
120,016808.jpg,"Teeth,SumRec",What is the priority concern for tooth 38?,A,B,B,False,False,0
121,016821.jpg,"Teeth,HisT",Which tooth has an implant?,A,B,B,False,False,0
122,016821.jpg,Teeth,Which tooth is erupted as a wisdom tooth?,A,A,A,True,False,0
123,016821.jpg,"Teeth,HisT",How many teeth have signs of crowns?,C,C,C,True,False,0
124,016821.jpg,"Teeth,Patho",Which tooth has signs of a periapical granuloma?,A,B,B,False,False,0
125,016821.jpg,Jaw,Which jaw shows signs of bone loss?,B,A,A,False,False,0
126,016823.jpg,"Teeth,Patho",Which tooth is suspected to have an impacted wisdom tooth?,A,A,A,True,False,0
127,016823.jpg,"Teeth,HisT",How many teeth are observed with crowns?,C,A,A,False,False,0
128,016823.jpg,"Teeth,SumRec",Which tooth requires endodontic evaluation?,D,D,D,True,False,0
129,016823.jpg,"Patho,SumRec",What is recommended for interproximal caries detection?,B,B,B,True,False,0
130,016823.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,B,B,B,True,False,0
131,016825.jpg,"Teeth,Jaw",In which jaw are missing teeth regions detected?,C,C,C,True,False,0
132,016825.jpg,Teeth,Which wisdom tooth is erupted according to the report?,C,C,C,True,False,0
133,016825.jpg,"Teeth,Patho",Which tooth exhibits a periapical granuloma?,A,D,D,False,False,0
134,016825.jpg,Jaw,In which jaw is bone loss observed?,D,D,D,True,False,0
135,016825.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,C,D,D,False,False,0
136,016826.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,C,C,False,False,0
137,016826.jpg,"Teeth,HisT",Which tooth has a crown and root canal treatment?,D,D,D,True,False,0
138,016826.jpg,Teeth,Which tooth is impacted?,A,A,A,True,False,0
139,016826.jpg,Jaw,What is observed in the jawbone?,C,C,C,True,False,0
140,016826.jpg,Teeth,"Can you identify the object within the bounding box [1749, 638, 1885, 827]?",C,C,C,True,False,0
141,016829.jpg,"Teeth,HisT",Which tooth has a filling and root canal treatment?,B,C,C,False,False,0
142,016829.jpg,"Teeth,Patho",Which tooth has a periapical lesion (likely abscess)?,A,B,B,False,False,0
143,016829.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the radiograph?,C,B,B,False,False,0
144,016829.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,C,B,B,False,False,0
145,016829.jpg,"Teeth,Patho",Which tooth exhibits a periapical lesion?,C,B,B,False,False,0
146,016836.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth?,D,D,D,True,False,0
147,016836.jpg,"HisT,Jaw",Which structure is visible bilaterally in the maxilla?,A,D,D,False,False,0
148,016836.jpg,Teeth,What procedure has been done on tooth 46?,C,C,C,True,False,0
149,016836.jpg,Jaw,What is observed in the upper jaw bone architecture?,B,C,C,False,False,0
150,016836.jpg,Teeth,How many teeth are visualized in the radiograph?,C,C,C,True,False,0
151,016839.jpg,"Teeth,HisT",Which of the following tooth site presents an implant?,B,B,B,True,False,0
152,016839.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,A,B,B,False,False,0
153,016839.jpg,"Teeth,HisT",Which tooth has a crown restoration?,A,B,B,False,False,0
154,016839.jpg,"Teeth,Patho",Which of the following teeth is suspected to have caries?,D,C,C,False,False,0
155,016839.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,D,D,D,True,False,0
156,016855.jpg,Jaw,Where is the evidence of bone loss observed?,A,A,A,True,False,0
157,016855.jpg,"Teeth,HisT",What type of intervention is evident at tooth 26?,B,B,B,True,False,0
158,016855.jpg,Teeth,Which tooth is impacted?,A,A,A,True,False,0
159,016855.jpg,"Teeth,Patho",What is the pathological finding at tooth 26?,A,A,A,True,False,0
160,016855.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,D,D,False,False,0
161,016874.jpg,Teeth,How many wisdom teeth are erupted according to the report?,D,C,C,False,False,0
162,016874.jpg,"Teeth,Jaw",Which jaw has a missing tooth region detected?,A,D,D,False,False,0
163,016874.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,A,A,A,True,False,0
164,016874.jpg,Jaw,What is observed in the upper jawbone?,D,D,D,True,False,0
165,016910.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,C,C,False,False,0
166,016910.jpg,"HisT,Jaw",What structures are visible in the imaging?,D,B,B,False,False,0
167,016910.jpg,Jaw,What is the condition of the bone architecture in the lower jaw?,D,D,D,True,False,0
168,016910.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,D,D,False,False,0
169,016910.jpg,"Teeth,HisT",Which of the following teeth does NOT have a crown restoration?,D,D,D,True,False,0
170,016918.jpg,Teeth,Which of the following wisdom teeth is erupted?,C,A,A,False,False,0
171,016918.jpg,"Teeth,HisT",Which of the following teeth does NOT show signs of fillings?,B,D,D,False,False,0
172,016918.jpg,"Teeth,Patho",Which tooth shows imaging features of a periapical lesion (likely abscess)?,D,A,A,False,False,0
173,016918.jpg,"Teeth,Jaw",What is the status of the maxillary sinuses?,D,D,D,True,False,0
174,016918.jpg,Jaw,What is observed in the bilateral mandibular canals?,C,A,A,False,False,0
175,016920.jpg,"Teeth,Patho",Which tooth shows signs of a suspected periapical granuloma?,D,D,D,True,False,0
176,016920.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,B,B,B,True,False,0
177,016920.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,A,A,A,True,False,0
178,016920.jpg,Teeth,Which of the following wisdom teeth is erupted?,C,A,A,False,False,0
179,016920.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,C,C,False,False,0
180,016947.jpg,"Teeth,HisT",Which tooth has a crown restoration and root canal treatment?,D,D,D,True,False,0
181,016947.jpg,"Teeth,Patho",How many erupted wisdom teeth are suspected in the radiograph?,A,C,C,False,False,0
182,016947.jpg,Jaw,In which jaw is evidence of bone loss observed?,D,D,D,True,False,0
183,016947.jpg,"Teeth,Patho,SumRec",Which tooth requires endodontic evaluation due to a periapical granuloma?,A,A,A,True,False,0
184,016947.jpg,Jaw,Which jaw shows evidence of bone loss?,A,B,B,False,False,0
185,016955.jpg,"Teeth,Patho",What is the suspected finding at tooth 31?,D,C,C,False,False,0
186,016955.jpg,"HisT,Jaw",Which of the following is NOT a visible structure in the jaw?,C,C,C,True,False,0
187,016955.jpg,"Teeth,Patho",What is the suspected finding at tooth 45?,B,B,B,True,False,0
188,016955.jpg,"Teeth,HisT",Which tooth shows signs of a filling?,C,D,D,False,False,0
189,016955.jpg,Teeth,Which tooth is identified as impacted in the report?,A,A,A,True,False,0
190,016961.jpg,"HisT,Jaw",Which structures are visible in the lower jaw?,B,B,B,True,False,0
191,016961.jpg,"Teeth,Patho",Which tooth shows evidence of both deep caries and a periapical abscess?,B,B,B,True,False,0
192,016961.jpg,Jaw,What type of bone loss is observed in the upper jaw?,D,D,D,True,False,0
193,016961.jpg,"Teeth,HisT",How many teeth show signs of filling or crown restoration?,D,D,D,True,False,0
194,016961.jpg,Teeth,How many wisdom teeth are erupted in the patient?,C,C,C,True,False,0
195,016964.jpg,Teeth,Which wisdom tooth is likely erupted?,D,C,C,False,False,0
196,016964.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,B,C,C,False,False,0
197,016964.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,A,A,A,True,False,0
198,016964.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,C,C,False,False,0
199,016964.jpg,"Teeth,HisT",Which tooth has a filling?,C,C,C,True,False,0
200,016973.jpg,Jaw,Where is bone loss detected?,C,C,C,True,False,0
201,016973.jpg,"Teeth,HisT",Which tooth has a root canal treatment with restoration?,C,C,C,True,False,0
202,016973.jpg,"Teeth,Patho",Which tooth has a periapical abscess?,C,C,C,True,False,0
203,016973.jpg,"Teeth,Patho,HisT",Which tooth site has a dental implant present? ,C,C,C,True,False,0
204,016973.jpg,"HisT,Jaw",What is visible in the bilateral structures of the mandible?,A,A,A,True,False,0
205,016975.jpg,"Teeth,HisT",How many teeth have signs of fillings?,D,C,C,False,False,0
206,016975.jpg,Teeth,Which of the following teeth are impacted?,D,D,D,True,False,0
207,016975.jpg,"HisT,Jaw",What is visible in the mandible?,D,D,D,True,False,0
208,016975.jpg,"Teeth,Patho",Which teeth are suspected to have caries?,C,C,C,True,False,0
209,016975.jpg,"Teeth,HisT",Which teeth have had root canal treatment?,A,A,A,True,False,0
210,017018.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,B,B,True,False,0
211,017018.jpg,"Teeth,Patho",Which tooth is suspected to have caries?,C,B,B,False,False,0
212,017018.jpg,Jaw,Which of the following is true regarding the bone architecture?,A,A,A,True,False,0
213,017018.jpg,"Teeth,HisT",Which teeth have crowns?,D,D,D,True,False,0
214,017018.jpg,"Teeth,HisT",Which teeth show signs of root canal treatment?,C,C,C,True,False,0
215,017022.jpg,Teeth,How many wisdom teeth were detected in the radiograph?,B,C,C,False,False,0
216,017022.jpg,"HisT,Jaw",Which structures are visible bilaterally in the maxilla?,D,D,D,True,False,0
217,017022.jpg,"Teeth,SumRec",Which tooth requires endodontic evaluation?,D,B,B,False,False,0
218,017022.jpg,Jaw,What is the observation regarding bone architecture?,D,D,D,True,False,0
219,017022.jpg,HisT,Which of the following is true regarding historical interventions?,B,B,B,True,False,0
220,017061.jpg,Jaw,Which jaw shows imaging features suggestive of bone loss?,A,A,A,True,False,0
221,017061.jpg,"Teeth,Patho,HisT",Which tooth is suspected to have root canal treatment?,D,D,D,True,False,0
222,017061.jpg,"Teeth,HisT",Which tooth shows imaging features suggestive of a crown restoration?,B,B,B,True,False,0
223,017061.jpg,Teeth,Which of the following is NOT an impacted wisdom tooth?,C,C,C,True,False,0
224,017061.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion (likely cyst)  based on the radiographic findings?,B,D,D,False,False,0
225,017083.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the image?,D,C,C,False,False,0
226,017083.jpg,"Teeth,Patho",Which of the following teeth are suspicious for caries?,A,C,C,False,False,0
227,017083.jpg,"Teeth,HisT",Which tooth has a crown restoration without any signs of root canal treatment?,B,D,D,False,False,0
228,017083.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,D,C,C,False,False,0
229,017083.jpg,Jaw,What is the condition of the maxillary sinuses?,D,D,D,True,False,0
230,017091.jpg,"Teeth,Patho,HisT,SumRec",Which tooth shows signs of deep caries and requires immediate restorative intervention?,C,C,C,True,False,0
231,017091.jpg,"Teeth,HisT",Which tooth has signs of a crown and root canal treatment with restoration?,B,B,B,True,False,0
232,017091.jpg,"HisT,Jaw",Which of the following is visible in the maxillary sinus?,A,A,A,True,False,0
233,017091.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical lesion (likely abscess)?,D,D,D,True,False,0
234,017091.jpg,Teeth,How many wisdom teeth are detected in the radiograph?,D,B,B,False,False,0
235,017112.jpg,Jaw,What is observed regarding the bone architecture?,A,A,A,True,False,0
236,017112.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,D,D,D,True,False,0
237,017112.jpg,"Teeth,HisT",Which teeth have root canal treatment with restoration?,A,A,A,True,False,0
238,017112.jpg,Teeth,Which of the following is true about the wisdom teeth?,D,B,B,False,False,0
239,017112.jpg,Teeth,How many teeth are visualized in the radiograph?,A,A,A,True,False,0
240,017113.jpg,"Patho,Jaw",Which jaw is suspected to have bone loss?,C,A,A,False,False,0
241,017113.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,C,A,A,False,False,0
242,017113.jpg,Teeth,Which tooth is erupted and suspicious for eruption?,A,C,C,False,False,0
243,017113.jpg,"HisT,Jaw",What is visible in the imaging of the mandible?,C,C,C,True,False,0
244,017113.jpg,"Teeth,HisT",Which tooth has signs of root canal treatment?,C,C,C,True,False,0
245,017118.jpg,"Teeth,HisT",How many teeth have crowns?,B,B,B,True,False,0
246,017118.jpg,"Teeth,HisT",How many teeth have had root canal treatment?,B,B,B,True,False,0
247,017118.jpg,Teeth,How many teeth are visualized in the radiograph?,C,C,C,True,False,0
248,017118.jpg,Teeth,Which of the following is true about the wisdom teeth 38 and 48?,B,D,D,False,False,0
249,017118.jpg,"Teeth,Patho",Which teeth show signs of periapical granuloma?,B,D,D,False,False,0
250,017137.jpg,"Teeth,HisT",Which tooth has a sign of a filling?,C,B,B,False,False,0
251,017137.jpg,Teeth,Which wisdom teeth are erupted according to the report?,A,B,B,False,False,0
252,017137.jpg,"Teeth,HisT",Which teeth have signs of root canal treatment?,D,B,B,False,False,0
253,017137.jpg,"Teeth,HisT",What interventions are noted on tooth 36?,A,A,A,True,False,0
254,017137.jpg,"Teeth,Patho",Which tooth has a suspected periapical granuloma?,B,A,A,False,False,0
255,017144.jpg,"Teeth,Patho",Which tooth shows signs of caries?,A,A,A,True,False,0
256,017144.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,B,B,B,True,False,0
257,017144.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,C,D,D,False,False,0
258,017144.jpg,Teeth,How many teeth were visualized with clear anatomical definition?,B,B,B,True,False,0
259,017144.jpg,"Teeth,Jaw",How many missing teeth regions were detected in the lower jaw?,A,C,C,False,False,0
260,017148.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,A,A,A,True,False,0
261,017148.jpg,"Teeth,HisT",Which tooth has signs of a crown and implant restoration?,C,C,C,True,False,0
262,017148.jpg,"HisT,Jaw",Which of the following is NOT a visible structure in the jaw?,C,C,C,True,False,0
263,017148.jpg,"Teeth,HisT",Which tooth has signs of a crown and root canal treatment?,B,A,A,False,False,0
264,017148.jpg,Patho,"What disease is present in this region [1833, 815, 1903, 888]?",B,B,B,True,False,0
265,017168.jpg,Teeth,How many wisdom teeth are erupted according to the radiograph?,C,A,A,False,False,0
266,017168.jpg,"Teeth,Patho",What is the pathological finding at tooth 21?,A,D,D,False,False,0
267,017168.jpg,"Patho,Jaw",Which of the following is NOT a finding in the jaw-specific observations?,B,B,B,True,False,0
268,017168.jpg,SumRec,Which of the following is an appropriate clinical recommendation?,B,B,B,True,False,0
269,017168.jpg,Teeth,How many teeth are visualized in the radiograph?,A,D,D,False,False,0
270,017202.jpg,"Teeth,Patho",Which tooth exhibits imaging features suspicious for a periapical granuloma?,C,A,A,False,False,0
271,017202.jpg,"Teeth,Patho",Which of the following teeth is erupted and suspected to be a wisdom tooth?,C,D,D,False,False,0
272,017202.jpg,"Teeth,HisT",How many teeth show signs of crowns in the imaging?,A,C,C,False,False,0
273,017202.jpg,"Patho,Jaw",Which of the following is a finding related to the maxillary sinuses?,D,D,D,True,False,0
274,017202.jpg,HisT,What historical dental intervention is visible on tooth 27?,C,C,C,True,False,0
275,017204.jpg,"Teeth,Patho",Which tooth shows signs of a periapical granuloma?,B,B,B,True,False,0
276,017204.jpg,Jaw,What is the condition of the maxillary sinuses?,D,D,D,True,False,0
277,017204.jpg,SumRec,Which of the following is NOT a preventive measure recommended?,B,B,B,True,False,0
278,017204.jpg,Teeth,How many wisdom teeth are present in the radiograph?,C,A,A,False,False,0
279,017204.jpg,"Teeth,HisT",Which teeth show signs of fillings?,B,B,B,True,False,0
280,017209.jpg,Teeth,How many wisdom teeth are detected in the radiograph?,C,C,C,True,False,0
281,017209.jpg,"Teeth,Patho",Which of the following teeth shows signs of a periapical cyst?,C,C,C,True,False,0
282,017209.jpg,"Teeth,HisT",Which teeth show signs of crown restorations?,C,B,B,False,False,0
283,017209.jpg,"Teeth,Patho,SumRec",Which tooth is suspicious for caries and requires clinical re-evaluation?,B,B,B,True,False,0
284,017209.jpg,"Teeth,HisT",Which tooth has signs of root canal treatment?,C,C,C,True,False,0
285,017215.jpg,"HisT,Jaw",Which structures are visible bilaterally in the radiograph?,D,D,D,True,False,0
286,017215.jpg,"Teeth,Patho",Which tooth is suspected to have a periapical abscess?,C,B,B,False,False,0
287,017215.jpg,Teeth,Which of the following wisdom teeth is impacted?,B,B,B,True,False,0
288,017215.jpg,HisT,Which of the following historical interventions is NOT present in the radiograph?,B,C,C,False,False,0
289,017215.jpg,"Teeth,Jaw",What is the status of bone loss in the radiograph?,D,D,D,True,False,0
