index,file_name,category,question,answer,predicted,raw_response,correct,n_examples
129,016823.jpg,"Patho,SumRec",What is recommended for interproximal caries detection?,B,B,B,True,1
130,016823.jpg,"HisT,Jaw",Which structures are visible in the radiograph?,B,B,B,True,1
131,016825.jpg,"Teeth,Jaw",In which jaw are missing teeth regions detected?,C,C,C,True,1
132,016825.jpg,Teeth,Which wisdom tooth is erupted according to the report?,C,B,B,False,1
133,016825.jpg,"Teeth,Patho",Which tooth exhibits a periapical granuloma?,A,A,A,True,1
134,016825.jpg,Jaw,In which jaw is bone loss observed?,D,C,C,False,1
135,016825.jpg,"Teeth,Patho",Which tooth is suspected to have deep caries?,C,D,D,False,1
136,016826.jpg,"Teeth,Patho",Which tooth shows signs of a periapical abscess?,B,A,A,False,1
137,016826.jpg,"Teeth,HisT",Which tooth has a crown and root canal treatment?,D,A,A,False,1
138,016826.jpg,Teeth,Which tooth is impacted?,A,A,A,True,1
139,016826.jpg,Jaw,What is observed in the jawbone?,C,D,D,False,1
140,016826.jpg,Teeth,"Can you identify the object within the bounding box [1749, 638, 1885, 827]?",C,A,A,False,1
141,016829.jpg,"Teeth,HisT",Which tooth has a filling and root canal treatment?,B,A,A,False,1
142,016829.jpg,"Teeth,Patho",Which tooth has a periapical lesion (likely abscess)?,A,A,A,True,1
143,016829.jpg,"HisT,Jaw",Is there any apparent bone loss visible in the radiograph?,C,C,C,True,1
144,016829.jpg,"Teeth,HisT",Which tooth has both a crown and root canal treatment?,C,A,A,False,1
145,016829.jpg,"Teeth,Patho",Which tooth exhibits a periapical lesion?,C,A,A,False,1
146,016836.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth?,D,D,D,True,1
147,016836.jpg,"HisT,Jaw",Which structure is visible bilaterally in the maxilla?,A,D,D,False,1
148,016836.jpg,Teeth,What procedure has been done on tooth 46?,C,A,A,False,1
149,016836.jpg,Jaw,What is observed in the upper jaw bone architecture?,B,C,C,False,1
150,016836.jpg,Teeth,How many teeth are visualized in the radiograph?,C,B,B,False,1
151,016839.jpg,"Teeth,HisT",Which of the following tooth site presents an implant?,B,C,C,False,1
152,016839.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,A,C,C,False,1
153,016839.jpg,"Teeth,HisT",Which tooth has a crown restoration?,A,A,A,True,1
154,016839.jpg,"Teeth,Patho",Which of the following teeth is suspected to have caries?,D,C,C,False,1
155,016839.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,D,D,D,True,1
156,016855.jpg,Jaw,Where is the evidence of bone loss observed?,A,A,A,True,1
157,016855.jpg,"Teeth,HisT",What type of intervention is evident at tooth 26?,B,A,A,False,1
158,016855.jpg,Teeth,Which tooth is impacted?,A,B,B,False,1
159,016855.jpg,"Teeth,Patho",What is the pathological finding at tooth 26?,A,C,C,False,1
160,016855.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,B,B,True,1
161,016874.jpg,Teeth,How many wisdom teeth are erupted according to the report?,D,B,B,False,1
163,016874.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,A,B,B,False,1
164,016874.jpg,Jaw,What is observed in the upper jawbone?,D,B,B,False,1
